"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"SiliconBeachMed","Silicon Beach Medical Center offers a variety of specialized treatments to keep you in optimal health! From weight loss solutions to adipose stem cell therapy!",77,3,0,0,NA,"Silicon Beach Medic",2017-09-01 16:04:20,FALSE,FALSE,"SiliconBeachMed","Playa Vista, Los Angeles","en","903649732496564225",0,FALSE,"http://pbs.twimg.com/profile_images/903650968373411840/0EesVQNW_normal.jpg"
"Caio_Pmt","Fluminense te amar √© minha raiz Ì†ºÌæ∂Ì†ºÌ∑ÆÌ†ºÌ∑π  / Futuro Eletricista industrial Ì†ΩÌ±∑",4173,488,3207,479,NA,"C A I O",2016-04-30 01:47:11,FALSE,FALSE,"Caio_Pmt","Belford Roxo, Brasil","pt","726226360511913985",0,FALSE,"http://pbs.twimg.com/profile_images/966075802168315904/LQoawZXX_normal.jpg"
"JoyceHermit","Ì†ºÌ∑¨Ì†ºÌ∑ßÌ†ºÌºÑFrom South Downs To Olympic MountainsÌ†ºÌøîÌ†ºÌ∑∫Ì†ºÌ∑∏",27867,274,48322,98,NA,"Ì†ºÌºç a D e L e O Ì†ºÌºé",2013-09-21 20:05:59,FALSE,FALSE,"JoyceHermit","Olympic Peninsula, WA","en","1891274286",32,FALSE,"http://pbs.twimg.com/profile_images/969442890945511424/Qt73IoxZ_normal.jpg"
"spuff0708","Primary Technology Teacher at Starpoint Central School District, boy Mom, teacher of 10 years, profound love for educational technology and a good read.",66,41,80,62,NA,"Shana Puff",2014-03-19 00:46:34,FALSE,FALSE,"spuff0708","Niagara Falls, NY","en","2396997866",0,FALSE,"http://pbs.twimg.com/profile_images/901158406555410432/nf9zy58M_normal.jpg"
"TiensOnlineShop","JUAL PENINGGI BADAN, PEMUTIH, PELANGSING, SUSU NHCP, SPIRULINA, TEH, ZINC - AGEN RESMI TIENS. REPUTASI TERPERCAYA!!!! MURAH 08986329101 PIN:2A3E2B1F",54132,14808,0,6754,NA,"AGEN RESMI TIENS",2014-03-08 15:44:49,FALSE,FALSE,"TiensOnlineShop","BANDUNG","en","2378917627",52,FALSE,"http://pbs.twimg.com/profile_images/508248005216968704/vPKRBbtT_normal.jpeg"
"TheCoffeeqween","The Qween of this house!I am always trying to find ways to improve the person I am and be happy with the life I've got!",13787,1476,928,2024,"http://t.co/wxAX0e1yHj","Ali Smith",2010-04-02 21:45:39,FALSE,FALSE,"TheCoffeeqween","cali baby","en","128998927",50,FALSE,"http://pbs.twimg.com/profile_images/425181371791732737/HpnIHdiW_normal.jpeg"
"TheAprilPoke","todos nacimos para morir.",1709,294,4551,174,"https://t.co/4YDn0LlxqK","AprilPokeArt",2013-12-20 01:46:36,FALSE,FALSE,"TheAprilPoke","Valencia, Espa√±a","es","2254312370",2,FALSE,"http://pbs.twimg.com/profile_images/891431808281325571/gvOCPxs0_normal.jpg"
"_chilloutyo","Rest In Paradise Áà∑Áà∑ ‚ù§Ô∏è #KSU",55387,1346,7419,1046,NA,"Catcher Freeman",2012-08-23 12:50:51,FALSE,FALSE,"_chilloutyo","","en","775898948",8,FALSE,"http://pbs.twimg.com/profile_images/958780160249081856/hr9-ZoAC_normal.jpg"
"TeamAwesomeOils","Independent Wellness Advocate for doTERRA Pure Essential Oils. Sharing the benefits essential oils in your everyday life. | https://t.co/bhzY2dG9eC",237,5,7,47,"https://t.co/bhzY2dG9eC","Team Awesome Oils",2017-05-10 06:35:48,FALSE,FALSE,"TeamAwesomeOils","California, USA","en","862194442471522304",0,FALSE,"http://pbs.twimg.com/profile_images/946498660249899008/vznxRvIS_normal.jpg"
"BozSeller","Simple. Saja",6,4,0,92,NA,"Boz Seller",2018-03-05 17:33:24,FALSE,FALSE,"BozSeller","Jakarta Timur, DKI Jakarta","en","970713903758917632",0,FALSE,"http://pbs.twimg.com/profile_images/970715142416515072/8t-n9RNe_normal.jpg"
"TheJamesMalik","One Man Boy Band | JamesMalikMusic@gmail.com",62197,1357,32084,238,"https://t.co/6LqCZ3NpvJ","The Magnificent, Magical, Motivational Malik",2009-03-27 22:52:41,FALSE,FALSE,"TheJamesMalik","Charlotte | ATL | DMV","en","27119540",20,FALSE,"http://pbs.twimg.com/profile_images/960300347322503168/__TB4bsY_normal.jpg"
"lisareiss","RT animals @shelters/rescue organiz. so aren't euthanized-#Chewy.com #MustLoveDogs #saveshelteranimals #MAGANUCLEAR #MAGATX #Consfront,Followed by Gen.Flynn",169363,12453,151851,13634,"https://t.co/iOYH3QVD8Q","Lisa #MAGA",2009-06-26 03:59:26,FALSE,FALSE,"lisareiss","Texas, USA","en","50913224",127,FALSE,"http://pbs.twimg.com/profile_images/283146573/I_LOVE_ROOS_normal.jpg"
"isabelx1204","yes i am woman",5452,239,15399,370,NA,"isaÌ†ºÌºπ",2014-02-02 03:45:01,FALSE,FALSE,"isabelx1204","","en","2323148892",2,FALSE,"http://pbs.twimg.com/profile_images/971092863076446208/tzC4r4in_normal.jpg"
"piyuanker12","Tlpn.085334668882",890591,3371,72366,28,NA,"Piyu Anker",2014-02-03 10:48:48,FALSE,FALSE,"piyuanker12","kerjen,Srengat, East Java","id","2325262026",4676,FALSE,"http://pbs.twimg.com/profile_images/963645029859328004/WzmvqNHT_normal.jpg"
"girl_a_whirl","""For a time such as this"" Ì†ºÌºæhttps://t.co/Wr5BKPQQhB",120355,19436,146706,7220,"https://t.co/7ceczuhTZz","Staced in time",2009-04-19 02:44:28,FALSE,FALSE,"girl_a_whirl","","en","33103766",534,FALSE,"http://pbs.twimg.com/profile_images/964193419332636672/-1ospIAj_normal.jpg"
"AmyRaitano","",65,18,8,94,NA,"Amy Raitano",2011-05-02 17:02:53,FALSE,FALSE,"AmyRaitano","","en","291807822",0,FALSE,"http://pbs.twimg.com/profile_images/720436296599019520/U7ZGGVNi_normal.jpg"
"binlava","Father. Husband. Hunter. Fisherman. Farmer. I used to be a Liberal but now I still am because I'm not an idiot.",73,28,1231,231,NA,"BingoValley",2016-10-25 16:17:33,FALSE,FALSE,"binlava","Florida, USA","en","790950433888071680",3,FALSE,"http://pbs.twimg.com/profile_images/790988938181799936/2UuIaVJ9_normal.jpg"
"IBREGGIE","#iaintshityet #SSU",22603,595,5772,745,"https://t.co/HHFpXeieNV","REG THA GOATÌ†ΩÌ¥ë",2012-09-06 18:32:28,FALSE,FALSE,"IBREGGIE","Georgia, USA","en","807361668",4,FALSE,"http://pbs.twimg.com/profile_images/955493148976959488/lqe1vHO-_normal.jpg"
"Trump45Michael","SavedbyGrace Pilot AerospaceDesigner @NASA 34Years Vet NRALifer C&C SuthrnBredBorn #WAREAGLE #TrumpsMyPresident #MAGA #VetsFirst #BTB #BTW #DTS #REDFriday #CCOT",335951,38389,309150,38726,NA,"MichaelÌ†ΩÌ≤õ PrePurgeHoggLockOutParty",2016-01-08 01:27:41,FALSE,FALSE,"Trump45Michael","Ì†ºÌºéTrumpQuilityBaseÌ†ºÌºñAlabamaÌ†ΩÌ∫Ä","en","4739845481",448,FALSE,"http://pbs.twimg.com/profile_images/971134720535924736/KoF1Zaru_normal.jpg"
"harenae_","Curious & Eclectic. Art/Nature/Music/#Horror/Hoping peace of mind hasn't become an endangered species quite yet. #resist",19681,419,9620,295,NA,"Miz_esse",2011-05-06 05:14:19,FALSE,FALSE,"harenae_","S'ville","en","293897624",20,FALSE,"http://pbs.twimg.com/profile_images/950113229207941121/piZlCwEp_normal.jpg"
"miss_mbali","African, God inspired, sister & daughter. I Laugh, Live, Love and Lead. I am intuitive. I remain true to myself. 
Content Contributor.
Owner of @sociallysavant",120955,4109,3968,1877,"https://t.co/4fl0HY2TTC","Mbali Ndlovu",2009-05-08 09:31:31,FALSE,FALSE,"miss_mbali","Westville Durban South Africa","en","38636493",67,FALSE,"http://pbs.twimg.com/profile_images/969256974553702400/p0FIbK9w_normal.jpg"
"BostonGlobe","Boston and New England's leading source for breaking news and analysis, with coverage from across the world. Follow our journalists: https://t.co/KPOiZTQG87",290420,704115,355,1240,"http://t.co/g2XphqdJIo","The Boston Globe",2009-12-08 14:33:38,FALSE,TRUE,"BostonGlobe","Boston, MA","en","95431448",10134,FALSE,"http://pbs.twimg.com/profile_images/857282159010304000/yi1fsOCz_normal.jpg"
"CharlottaSass","FETIGSM | ku",20212,263,13565,943,"https://t.co/xCxmP5WPq8","sweet dee",2013-10-08 03:26:02,FALSE,FALSE,"CharlottaSass","Philadelphia, PA","en","704417674",2,FALSE,"http://pbs.twimg.com/profile_images/969257697387384833/wK7PaktD_normal.jpg"
"joro55","British, Welsh, Scottish. Like common sense and a good malt. Save our Union. grumpy git apparently.",13330,985,1523,1051,NA,"John Roberts. Ì†ºÌ∑¨Ì†ºÌ∑ß",2010-11-24 11:21:21,FALSE,FALSE,"joro55","Scotland, Britain.","en","219262885",11,FALSE,"http://pbs.twimg.com/profile_images/893597206917283840/VrMXTsO5_normal.jpg"
"DanielZacconi1","Uma coisa eu aprendi na vida: Deus n√£o te tira as coisas, Ele te livra delas.",48488,2198,9190,1128,NA,"Daniel Zacconi",2013-05-13 02:37:55,FALSE,FALSE,"DanielZacconi1","","pt","1424492971",0,FALSE,"http://pbs.twimg.com/profile_images/966735152905969665/hGReS_IZ_normal.jpg"
"ThomasChrist15","",132,1,2,42,NA,"Thomas Christ",2017-08-07 03:25:41,FALSE,FALSE,"ThomasChrist15","","en","894399116448542720",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"SwadMeezy","Tied of bein broke. #ripblow",11196,233,814,388,"https://t.co/M9CP8IzeJc","Flexico Buress .",2014-05-09 04:32:05,FALSE,FALSE,"SwadMeezy","415‚úàÔ∏è916","en","2484862658",0,FALSE,"http://pbs.twimg.com/profile_images/971058389273866240/qqh9NKB9_normal.jpg"
"e2AU8XUu58QWFIc","‡§â‡§†‡§æ‡•á ‡§ú‡§æ‡§ó‡•ã‡§Ç ‡§î‡§∞ ‡§§‡§¨ ‡§§‡§ï ‡§®‡§æ ‡§∞‡•Ç‡§ï‡•ã ‡§ú‡§¨ ‡§§‡§ï ‡§ñ‡•ç‡§Ø‡§æ‡§§‡§ø ‡§®‡§æ ‡§™‡•ç‡§∞‡§æ‡§™‡•ç‡§§ ‡§π‡•ã ‡§ú‡§æ‡§Ø..",682,0,108,28,NA,"‡§∞‡•ã‡§∂‡§®‡•Ä",2017-12-29 08:29:53,FALSE,FALSE,"e2AU8XUu58QWFIc","india ","en","946659525330735105",0,FALSE,"http://pbs.twimg.com/profile_images/970719379506675713/krVNRqi__normal.jpg"
"EXO_Suho_","(NSFW) || Line 91 || Lead Vocalist EXO-K ||",4122,765,296,569,NA,"Kim Joon Myun",2012-10-21 14:17:56,FALSE,FALSE,"EXO_Suho_","#PlanetYadong","en","895457557",1,FALSE,"http://pbs.twimg.com/profile_images/531480285989179392/CGYWHBi3_normal.jpeg"
"isntrednoah","para los que no saben, noah es libra. ‚Äî@zieglersIexi",23851,1074,25439,590,"https://t.co/LIceM5tvaC","estefany.",2013-04-14 19:05:16,FALSE,FALSE,"isntrednoah","viendo stranger things mientras como torta","es","1352579348",12,FALSE,"http://pbs.twimg.com/profile_images/970372886736326656/Cqx4Upc6_normal.jpg"
"Ani_Singh0497","I don't believe in bio's.",8847,141,6729,204,NA,"Aniruddha singh",2017-12-06 08:44:15,FALSE,FALSE,"Ani_Singh0497","Jaipur, India","en","938328220348194823",0,FALSE,"http://pbs.twimg.com/profile_images/938331177676521472/hjjAnjIm_normal.jpg"
"JulianPlourde","Nothing really matters to me more than @KearneyLeah",3241,201,4965,253,NA,"W Julian Plourde",2012-09-16 21:38:34,FALSE,FALSE,"JulianPlourde","","en","827786312",3,FALSE,"http://pbs.twimg.com/profile_images/949716613263167489/AK4pNfsP_normal.jpg"
"amckee40","Passionate about fighting for what is right! Amen",8363,299,8520,364,NA,"Peace4all",2015-05-11 01:42:03,FALSE,FALSE,"amckee40","","en","3245752852",2,FALSE,"http://pbs.twimg.com/profile_images/837000897154674689/FpyGwTeI_normal.jpg"
"helenhasan","Feminism",5345,357,100,44,NA,"Helen.",2012-10-20 16:49:49,FALSE,FALSE,"helenhasan","Germany","ar","893602932",1,FALSE,"http://pbs.twimg.com/profile_images/950179940384870401/iWCitRPO_normal.jpg"
"Les_Mak","R(I)P
Ì†ºÌºü    ‚ù§    Ì†ΩÌ≤•    Ì†ºÌΩÄ
     Ì†ºÌæä     Ì†ºÌæÅ     Ì†ºÌæâ
  ‚ú®	\        |        /  Ì†ºÌΩß
       Rest In Purple !
 Ì†ΩÌ≤ú    /        |        \  Ì†ΩÌ≤é
      ‚òÄ",151,61,439,55,NA,"Les Mak",2018-02-18 06:37:34,FALSE,FALSE,"Les_Mak","","en","965113041464545280",0,FALSE,"http://pbs.twimg.com/profile_images/965676874901934081/Vk5mOedu_normal.jpg"
"mertunnal","Ya≈üƒ±yoruz i≈üte yarƒ± farkƒ±nda...",8894,1254,3922,195,"https://t.co/DdTQOhEs1r","Mert √únal",2010-06-06 17:46:36,FALSE,FALSE,"mertunnal","Milas, Muƒüla","tr","152712750",3,FALSE,"http://pbs.twimg.com/profile_images/958473568064540673/Pv39FTax_normal.jpg"
"eva_mollier","take me to loveland and no one's gonna find meÌ†ºÌºõ",10543,201,3920,199,"https://t.co/Ofw0zmqI3S","vava",2012-11-25 14:22:46,FALSE,FALSE,"eva_mollier","Strasbourg, France","fr","970112424",7,FALSE,"http://pbs.twimg.com/profile_images/963412653669576704/isKLTsii_normal.jpg"
"Pheonix7284","I am a me.",32065,318,12553,1091,NA,"Pheonix7284",2008-07-26 01:58:50,FALSE,FALSE,"Pheonix7284","","en","15606486",48,FALSE,"http://pbs.twimg.com/profile_images/57251091/26509_normal.jpg"
"tinabobuk","Business | Politics | Animals | Food | Nature | Travel | Dislikes Identity Politics, The EU & Hypocrisy",68324,4138,60776,1674,NA,"HRH TinaBob",2016-05-12 20:02:16,FALSE,FALSE,"tinabobuk","London SW1","en","730850601140113408",14,FALSE,"http://pbs.twimg.com/profile_images/945413305069461504/CgVBUeyv_normal.jpg"
"CakeLikeBeth","what‚Äôs the sitchÌ†ΩÌ≥û",29861,5966,28229,2289,"https://t.co/KzINjYNDvU","Beth K",2013-12-22 19:29:54,FALSE,FALSE,"CakeLikeBeth","SE London/Brighton","en","2258061044",33,FALSE,"http://pbs.twimg.com/profile_images/968471767902752768/P2O2C3c__normal.jpg"
"OldSparky6","Religions are poison. Brexit. Ì†ºÌ∑¨Ì†ºÌ∑ßÌ†ºÌø¥Ì≠ÄÌ±ßÌ≠ÄÌ±¢Ì≠ÄÌ±•Ì≠ÄÌ±ÆÌ≠ÄÌ±ßÌ≠ÄÌ±ø Film, JD, Science, Books, Politics, History & Music. Love a debate. Don't suffer fools long. #COYI Devoted single father",48190,1413,9257,731,NA,"OldSparky",2010-09-16 11:57:20,FALSE,FALSE,"OldSparky6","UK","en","191414539",46,FALSE,"http://pbs.twimg.com/profile_images/951551444750094338/2O4CvfME_normal.jpg"
"clune_samantha","",283,3,280,61,NA,"Samantha Clune",2017-11-18 19:46:47,FALSE,FALSE,"clune_samantha","","en","931971971461648384",0,FALSE,"http://pbs.twimg.com/profile_images/932249134958043137/rgX4lNK8_normal.jpg"
"Kaitlyn__Parson","C/O 2017 MCHS RIP Juwan Toney",2583,143,988,186,NA,"Kaitlyn Parson",2014-08-29 02:56:42,FALSE,FALSE,"Kaitlyn__Parson","","en","2753982729",0,FALSE,"http://pbs.twimg.com/profile_images/945206622305095681/he7O1H8B_normal.jpg"
"uplander20","Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑ÆÌ†ºÌ∑±God & Country, America First! NRA Life Member, Husband and father. #CounterResistance, followed by @GenFlynn, @ThomasWictor, #MAGA",16855,1646,19172,2078,NA,"Jeff Armstrong",2017-01-03 19:35:11,FALSE,FALSE,"uplander20","Pittsburgh, PA","en","816367321270849537",4,FALSE,"http://pbs.twimg.com/profile_images/816372127846645760/qhMxBkXN_normal.jpg"
"MUKESH9879","‡§¶‡•ã‡§∏‡•ç‡§§  ‡§®‡•ç‡§Ø‡•Ç‡§ú",908,115,1039,418,NA,"‡§Æ‡•Å‡§ï‡•á‡§∂ ‡§∂‡§∞‡•ç‡§Æ‡§æ",2018-01-08 15:38:39,FALSE,FALSE,"MUKESH9879","‡§∞‡§æ‡§ú‡§∏‡•ç‡§•‡§æ‡§® ","hi","950391303803617280",0,FALSE,"http://pbs.twimg.com/profile_images/958357590991282176/xweJ8ZrY_normal.jpg"
"Lauraminki1","paradise Ì†ºÌºπÌ†ºÌº∏Ì†ºÌºπÌ†ºÌº∏tokkidan (mango)  

 NU'EST OT6Ì†ΩÌ∞àÌ†ΩÌ∞áÌ†ΩÌ∞¢Ì†ΩÌ∞ØÌ†ΩÌ∞∂Ì†ΩÌ∞∫

also I love the other pledis artists  (svt , pristin,  AS , OC and HDG )Ì†ΩÌ∏ä especially seventeen Ì†ΩÌ∏∂",20079,106,42819,327,NA,"Ì†ΩÌ≤ïLauraÌ†ΩÌ∞áÌ†ΩÌ∞àÌ†ΩÌ≤ï",2017-09-05 06:49:51,FALSE,FALSE,"Lauraminki1","","ar","904959742560395264",0,FALSE,"http://pbs.twimg.com/profile_images/968859878193287168/Q2516ELS_normal.jpg"
"D7O_ittiii","",19501,11473,1456,351,NA,"ÿπÿ®ÿØ ÿßŸÑÿ±ÿ≠ŸÖŸÜ !",2012-01-18 20:52:15,FALSE,FALSE,"D7O_ittiii","ŸÅŸä ÿ®ŸÑÿßÿØ ÿßŸÑŸÖÿ≥ŸÑŸÖŸäŸÜ ","ar","467777803",33,FALSE,"http://pbs.twimg.com/profile_images/922015409137750016/uBWjgn-__normal.jpg"
"Quinton_future","",135,143,462,162,NA,"Quinton Streight",2016-01-24 14:02:01,FALSE,FALSE,"Quinton_future","","en","4842128500",0,FALSE,"http://pbs.twimg.com/profile_images/963541119131963392/tnb6Btov_normal.jpg"
"RicardoMotta19","Carioca raiz, salgueirense e tricolor, viciado em cinema e m√∫sica Ì†ºÌæ∂Ì†ºÌæ¨‚öΩÌ†æÌµÅÌ†ΩÌ¥ù",4189,222,4922,441,NA,"Ricardo Motta",2015-02-01 22:36:16,FALSE,FALSE,"RicardoMotta19","Rio de Janeiro, Brazil","en","3011159632",0,FALSE,"http://pbs.twimg.com/profile_images/908689922323832833/ee9kp-fj_normal.jpg"
"DKKashera","A+",611,368,83,4999,"https://t.co/t4uEg637EY","D.K.Kashera",2014-03-21 20:39:58,FALSE,FALSE,"DKKashera","Shamsabad, Sirathu, Kaushambi, Utter_Pradesh_INDIA_!","en","2402114972",0,FALSE,"http://pbs.twimg.com/profile_images/870871484725551105/M_oUZa3b_normal.jpg"
"DTLAvets","DTLAvets are Drs. Eve Flores and Leia Casta√±eda.  Providing DTLA's cats, dogs and denizens with healthcare - just for them!",1322,177,0,24,"http://t.co/4sOxnvPSGV","DTLAvets",2012-03-03 01:09:04,FALSE,FALSE,"DTLAvets","Los Angeles, CA","en","512635801",3,FALSE,"http://pbs.twimg.com/profile_images/2664766438/eba6619197283aab6ed1a6abfcdf5f77_normal.png"
"joe_tipple","Some people call me a Veteran but the most important call me Daddy & husband",92,9,140,52,NA,"Joe Tipple",2018-02-08 17:07:20,FALSE,FALSE,"joe_tipple","Sylacauga, AL","en","961647648322199552",0,FALSE,"http://pbs.twimg.com/profile_images/961663969495867393/HWr-vsar_normal.jpg"
"CardioimagenINC","Radiologa, subespecialista en Imagen Cardiovascular, Instituto Cardiologia. Editora https://t.co/MZFJm31UlC y https://t.co/7fWDoKz4Ep. Iniciativa Mujeres en Medicina.",20063,887,13273,1252,NA,"Aloha Meave",2014-01-30 19:07:26,FALSE,FALSE,"CardioimagenINC","","en","2319395432",64,FALSE,"http://pbs.twimg.com/profile_images/563205353110638594/vewn0XmL_normal.jpeg"
"bereghostgames","Merch Store https://t.co/ysBfNhhzaF                                 Instagram https://t.co/N3uFx5zcxq",29857,30148,10951,658,"https://t.co/aWfKEiJ7oY","Bereghostgames",2012-02-12 17:49:37,FALSE,FALSE,"bereghostgames","USA","en","490568228",92,FALSE,"http://pbs.twimg.com/profile_images/846754808048467969/Pf8BJ7sx_normal.jpg"
"MasterCorjoth","Gaming Gaming Music Television Personalities Musicians eSports",371,13,202,47,NA,"Corjoth Magister",2016-09-21 18:49:33,FALSE,FALSE,"MasterCorjoth","Ontario, Canada","en","778667500267503616",0,FALSE,"http://pbs.twimg.com/profile_images/825164680708632576/zKMW038p_normal.jpg"
"fabdoc3","Leading the fabulous life. Making lemonade out of lemons. Flowing with the Force.",8953,122,10285,121,NA,"Kat",2013-10-09 02:37:23,FALSE,FALSE,"fabdoc3","","en","705842543",104,FALSE,"http://pbs.twimg.com/profile_images/858733240814850048/bjdmzHAQ_normal.jpg"
"Dinesh222Sharma","",38769,377,17335,238,NA,"Dinesh sharma",2014-06-09 14:01:03,FALSE,FALSE,"Dinesh222Sharma","","en","2556901272",51,FALSE,"http://pbs.twimg.com/profile_images/485801965054459905/xqMAL24g_normal.jpeg"
"davidprice01123","Renegade. 0% liberal. Go Trump.",149,19,120,68,NA,"David Pryce",2017-10-25 20:35:59,FALSE,FALSE,"davidprice01123","Grants Pass, OR","en","923287041344864256",0,FALSE,"http://pbs.twimg.com/profile_images/958105375537967104/SP2TuDb2_normal.jpg"
"theESSthetic","don‚Äôt come here with that scooby doo shit. opinions are both unwanted and unneeded.",130780,1647,3642,993,NA,"stop subtweeting me.",2011-04-12 21:05:29,FALSE,FALSE,"theESSthetic","","en","281206093",18,FALSE,"http://pbs.twimg.com/profile_images/967989819170107393/hKiCEu3w_normal.jpg"
"_Jaee","",51101,326,5612,318,"https://t.co/hG58bkeUeh","JENS",2009-07-10 07:51:32,FALSE,FALSE,"_Jaee","Los Angeles, CA","en","55503648",2,FALSE,"http://pbs.twimg.com/profile_images/933173221452427264/eSi88evi_normal.jpg"
"Memaryannlarson","Mother, wife, Christian, trumpian, American and proud!",7400,437,5276,824,NA,"Mary ann larson",2016-08-08 22:54:17,FALSE,FALSE,"Memaryannlarson","Alabama, USA","en","762784022183415808",5,FALSE,"http://pbs.twimg.com/profile_images/798540378316140545/i0i-gvrN_normal.jpg"
"TAdefolalu","Impregnate opportunities, abort poverty from the womb of your tomorrow Ì†ΩÌ≤Ø",1258,163,253,159,NA,"Toyosi",2012-04-10 13:38:18,FALSE,FALSE,"TAdefolalu","Nigeria","en","550118551",1,FALSE,"http://pbs.twimg.com/profile_images/959837168586944512/Ks7loqrT_normal.jpg"
"alsaeedalih","https://t.co/6Mk8ExVbYy",20637,11667,1144,1173,"https://t.co/J1ZnUeih9H","Ali",2012-06-24 21:36:21,FALSE,FALSE,"alsaeedalih","ÿßŸÑŸÖŸÖŸÑŸÉÿ© ÿßŸÑÿπÿ±ÿ®Ÿäÿ© ÿßŸÑÿ≥ÿπŸàÿØŸäÿ©","ar","617498692",3,FALSE,"http://pbs.twimg.com/profile_images/431525419628519424/hPYblr7C_normal.jpeg"
"Little_Reidy","25 | Fine Art Graduate | Theme Park Enthusiast | Wanderlust ‚úàÔ∏èÌ†ºÌºé",14728,457,1022,325,"https://t.co/EsD34sbASG","Melissa",2009-02-10 09:47:46,FALSE,FALSE,"Little_Reidy","Pizza Planet","en","20503336",11,FALSE,"http://pbs.twimg.com/profile_images/929293042594537472/6_w2THqA_normal.jpg"
"andr01d","Kulak 2.0",186,1124,18331,1395,NA,"Han shot first",2006-07-12 09:07:26,FALSE,FALSE,"andr01d","Cape Republic","en","460",13,FALSE,"http://pbs.twimg.com/profile_images/970663350966345728/z5AdwVIx_normal.jpg"
"prkchopexpress","isabelle huppert enthusiast. horror and scifi freak. industrial music fiend. metalhead. hockey obsessed. dork. and smartass. hates the new star wars.",32241,334,223,517,"https://t.co/H2sjGduMgF","macready",2011-06-27 20:54:12,FALSE,FALSE,"prkchopexpress","","en","325161166",48,FALSE,"http://pbs.twimg.com/profile_images/1943923290/image_normal.jpg"
"Truly_Southern1","Pray for Venezuela. ‚úùÔ∏èLived all over. Taught English 2 young Spanish students. Grands my Ì†ºÌºé Believer, Ad producer, now sole caregiver of hubby w/Alzheimer's.Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ΩÌπèÌ†ºÌøÄ",16316,2026,16967,2500,NA,"@Truly_Southern1",2017-01-26 03:05:36,FALSE,FALSE,"Truly_Southern1","South of Saltline","en","824453205400686594",7,FALSE,"http://pbs.twimg.com/profile_images/899343557139378176/vX5E8sk4_normal.jpg"
"Skinsfan197651","",765,140,1587,158,NA,"Todd Miles",2016-08-28 03:05:36,FALSE,FALSE,"Skinsfan197651","","en","769732637606961152",0,FALSE,"http://pbs.twimg.com/profile_images/968101112904667137/8yk9Ef-2_normal.jpg"
"Heliosat","WorldTradeConsortium/Space Based Solar Power[SBSP]/Oil & Gas E&P/Cyber-Security Force/WTC GLOBAL",17412,1258,21486,3143,"https://t.co/GS05OhuCjw","Joe Burris",2009-06-12 02:27:07,FALSE,FALSE,"Heliosat","Dallas, Texas","en","46557543",24,FALSE,"http://pbs.twimg.com/profile_images/668801367721443329/NH6HldwK_normal.jpg"
"myh_crf013","@Flamengo| @FCBarcelona| @ManCity ‚ù§Ô∏è",20990,2622,26646,2457,"https://t.co/UrIpBdBm6h","myh ‚ù§Ô∏è",2016-11-06 01:30:54,FALSE,FALSE,"myh_crf013","Rio de Janeiro, Brasil","pt","795075955945508868",7,FALSE,"http://pbs.twimg.com/profile_images/968594099640119296/1E2AONKe_normal.jpg"
"wargo2","Turisteando en twitter, opiniones variopintas",8628,195,9383,742,NA,"MrTat",2009-04-14 13:30:11,FALSE,FALSE,"wargo2","Kavash","es","31121102",9,FALSE,"http://pbs.twimg.com/profile_images/950770606441730050/h7XW5Mxv_normal.jpg"
"ashleymcrae25","txst | htx",1964,598,1983,466,NA,"Ashley McRae",2012-06-28 01:35:45,FALSE,FALSE,"ashleymcrae25","","en","620600304",0,FALSE,"http://pbs.twimg.com/profile_images/852526781798256640/zxKxynlR_normal.jpg"
"dq_ajith","Ì†ΩÌ∏òPromoting @dulquer salmaanÌ†ΩÌ≤ñ & @suriya_offl ||
  6 YEARS OF  D U L Q U E R I S M Ì†ΩÌ∏ò || DQ ONLINE PROMOTERÌ†ΩÌ∏ç || Phenomenal One Ì†æÌ¥ò|| @Ajstylesorg FanÌ†ΩÌ∏çÌ†ΩÌ∏òÌ†ΩÌ∏çÌ†ΩÌ∏ò||",18342,245,17779,982,NA,"Ajith DQ Phenomenal One",2017-11-16 03:31:18,FALSE,FALSE,"dq_ajith","","en","931001704111161344",2,FALSE,"http://pbs.twimg.com/profile_images/963963689517834242/-oGpfE_H_normal.jpg"
"News18India","Latest news and updates from across the nation.",191047,774036,192,78,"https://t.co/CWZJtcrmlE","News18 India",2009-12-21 12:11:21,FALSE,TRUE,"News18India","India","en","98362607",721,FALSE,"http://pbs.twimg.com/profile_images/796353316959551488/WBS6wSvK_normal.jpg"
"OakvilleHCareC","Oakville Healthcare Connections (OHC) is a networking group for professionals who are involved & knowledgeable with community care, providing at-home services",17183,3581,676,3428,"http://t.co/yvxUAnUv","OakvilleHcConnect.",2011-04-28 17:03:51,FALSE,FALSE,"OakvilleHCareC","Oakville, Ontario_Canada","en","289437330",72,FALSE,"http://pbs.twimg.com/profile_images/761525158318333954/8kqQF2BQ_normal.jpg"
"adkguy","",1739,73,2870,176,NA,"Larry Washburn",2013-01-16 17:05:31,FALSE,FALSE,"adkguy","Dacks","en","1095778970",1,FALSE,"http://pbs.twimg.com/profile_images/714053459499155456/M60JFg_x_normal.jpg"
